priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
5354,"12.87,77.652",12.870120074999999,77.65239352500001,12.87,77.652,4,4,2.9610000000000003,0.7402500000000001,0.25,0.0,2,Electronic City,No Junction,SCOOTER,2.0,11.90152390009879,1.9230769230769231,0.0,25.0,7.964285714285715,11.90152390009879,12.112243811794396,7.964285714285715,0.0,8.537807362237318,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5355,"12.973,77.512",12.972685842857143,77.51182329999999,12.973,77.512,7,7,6.755000000000001,0.9650000000000001,0.0,0.0,6,Jnanabharathi,No Junction,CAR,1.1666666666666667,18.006310549157188,0.32051282051282065,0.0,0.0,12.551020408163266,18.006310549157188,16.783072404425685,12.551020408163266,0.0,8.537754465607408,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5356,"13.057,77.649",13.0572313,77.64861160000001,13.057,77.649,2,2,2.0925,1.04625,0.5,0.0,2,Hennuru,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,14.209183673469386,5.266508223798365,10.875202661617475,14.209183673469386,0.0,8.527521656866284,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5357,"12.952,77.652",12.952212216666666,77.6524136,12.952,77.652,6,6,5.197500000000001,0.8662500000000001,0.0,0.0,2,Jeevanbheemanagar,No Junction,PASSENGER AUTO,3.0,16.271896999558507,3.8461538461538463,0.0,0.0,10.535714285714286,16.271896999558507,14.630826697577337,10.535714285714286,0.0,8.523868689933293,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5358,"12.89,77.638",12.8902418,77.63822393333334,12.89,77.638,6,6,7.7175,1.2862500000000001,0.0,0.0,5,Hulimavu,No Junction,LGV,1.2,16.271896999558507,0.3846153846153845,0.0,0.0,19.107142857142858,16.271896999558507,17.906223804175784,19.107142857142858,0.0,8.515626931691536,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5359,"12.967,77.637",12.96672395,77.63698115,12.967,77.637,2,2,2.08,1.04,0.5,0.0,2,Jeevanbheemanagar,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,14.081632653061224,5.266508223798365,10.825852088642991,14.081632653061224,0.0,8.514766554825469,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5360,"12.906,77.628",12.9064434,77.62802980000001,12.906,77.628,2,2,2.072,1.036,0.5,0.0,2,Madiwala,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,14.000000000000002,5.266508223798365,10.79416250040167,14.000000000000002,0.0,8.506603289519347,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5361,"12.896,77.635",12.896127033333334,77.63534063333333,12.896,77.635,3,3,3.3600000000000003,1.12,0.3333333333333333,0.0,3,Madiwala,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,15.714285714285717,9.003155274578596,13.791937933170608,15.714285714285717,0.0,8.506024014593343,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5362,"13.065,77.571",13.065264933333333,77.57089043333333,13.065,77.571,3,3,3.3600000000000003,1.12,0.3333333333333333,0.0,3,Kodigehalli,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,15.714285714285717,9.003155274578596,13.791937933170608,15.714285714285717,0.0,8.506024014593343,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5363,"12.938,77.592",12.9382402,77.5924623,12.938,77.592,2,2,2.0700000000000003,1.0350000000000001,0.5,0.0,2,Wilson Garden,No Junction,PASSENGER AUTO,1.0,5.266508223798365,0.0,0.0,50.0,13.979591836734695,5.266508223798365,10.786227208808507,13.979591836734695,0.0,8.504562473192816,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5364,"12.903,77.624",12.902819625,77.62422459999999,12.903,77.624,4,4,3.8325000000000005,0.9581250000000001,0.25,0.0,4,Madiwala,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,12.410714285714288,11.90152390009879,14.278373211528267,12.410714285714288,0.0,8.501680988610945,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5365,"13.013,77.53",13.013103866666667,77.52989333333333,13.013,77.53,3,2,8.25,2.75,0.0,0.0,3,Rajajinagar,No Junction,PRIVATE BUS,1.0,9.003155274578596,0.0,0.0,0.0,48.979591836734684,9.003155274578596,18.475419044001388,48.979591836734684,0.0,8.499221293504906,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5366,"12.91,77.61",12.910085116666666,77.61004523333334,12.91,77.61,6,5,6.52,1.0866666666666667,0.0,0.0,3,Mico Layout,No Junction,CAR,2.0,16.271896999558507,1.9230769230769231,0.0,0.0,15.034013605442176,16.271896999558507,16.48766388903189,15.034013605442176,0.0,8.492929391136851,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5367,"12.952,77.62",12.952395820000001,77.62006468,12.952,77.62,5,5,3.355,0.671,0.2,0.0,4,Ashok Nagar,No Junction,SCOOTER,1.25,14.269663498376959,0.4807692307692308,0.0,20.0,6.551020408163266,14.269663498376959,12.764861049999071,6.551020408163266,0.0,8.483159747859418,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5368,"12.907,77.542",12.906606275,77.541650875,12.907,77.542,4,4,3.4575000000000005,0.8643750000000001,0.25,0.0,3,K.S. Layout,No Junction,CAR,1.3333333333333333,11.90152390009879,0.641025641025641,0.0,25.0,10.497448979591839,11.90152390009879,13.398535911872653,10.497448979591839,0.0,8.470610868255111,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5369,"12.997,77.69",12.997283466666666,77.69013460000001,12.997,77.69,3,3,3.3,1.0999999999999999,0.3333333333333333,0.0,3,Mahadevapura,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,15.30612244897959,9.003155274578596,13.635033349233556,15.30612244897959,0.0,8.46520768806273,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5370,"12.972,77.627",12.97187375,77.62734284999999,12.972,77.627,4,4,3.76,0.94,0.25,0.0,4,Halasur,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,12.04081632653061,11.90152390009879,14.113721884369939,12.04081632653061,0.0,8.464691192692577,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5371,"12.995,77.612",12.9952741,77.61156195,12.995,77.612,2,2,2.025,1.0125,0.5,0.0,2,Pulikeshinagar(F.Town),No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,13.520408163265305,5.266508223798365,10.606303089166689,13.520408163265305,0.0,8.458644105845877,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5372,"12.829,77.682",12.82852495,77.68197525,12.829,77.682,2,2,6.4399999999999995,3.2199999999999998,0.0,0.0,1,Electronic City,No Junction,HGV,2.0,5.266508223798365,1.9230769230769231,0.0,0.0,58.57142857142856,5.266508223798365,16.384988907682917,58.57142857142856,0.0,8.444515377431433,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5373,"13.048,77.645",13.048236575,77.64519742499999,13.048,77.645,4,4,3.7090000000000005,0.9272500000000001,0.25,0.0,4,Hennuru,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,11.780612244897961,11.90152390009879,13.996388654338624,11.780612244897961,0.0,8.438670784529311,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5374,"12.986,77.526",12.9858599,77.52633943333333,12.986,77.526,3,3,3.26,1.0866666666666667,0.3333333333333333,0.0,3,Kamakshipalya,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,15.034013605442176,9.003155274578596,13.529209218018195,15.034013605442176,0.0,8.43799680370899,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5375,"12.898,77.658",12.898132966666665,77.65824909999999,12.898,77.658,3,3,3.26,1.0866666666666667,0.3333333333333333,0.0,3,HSR Layout,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,15.034013605442176,9.003155274578596,13.529209218018195,15.034013605442176,0.0,8.43799680370899,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5376,"13.021,77.762",13.020809014285714,77.76216477142857,13.021,77.762,7,7,6.4,0.9142857142857144,0.0,0.0,6,Mahadevapura,No Junction,CAR,1.1666666666666667,18.006310549157188,0.32051282051282065,0.0,0.0,11.516034985422742,18.006310549157188,16.333236657042562,11.516034985422742,0.0,8.434255923333355,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5377,"12.891,77.572",12.891127449999999,77.5718217,12.891,77.572,2,2,2.0,1.0,0.5,0.0,2,Thalagattapura,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,13.26530612244898,5.266508223798365,10.505185166010044,13.26530612244898,0.0,8.433133901764243,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5378,"13.012,77.626",13.01227187142857,77.62576104285714,13.012,77.626,7,7,6.6675,0.9525,0.0,0.0,7,Banaswadi,No Junction,CAR,1.0,18.006310549157188,0.0,0.0,0.0,12.295918367346939,18.006310549157188,16.674139261678587,12.295918367346939,0.0,8.43211605639757,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5379,"13.024,77.584",13.02376165,77.5844089,13.024,77.584,2,2,1.9875,0.99375,0.5,0.0,2,Kodigehalli,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,13.137755102040815,5.266508223798365,10.454309769297659,13.137755102040815,0.0,8.420378799723428,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5380,"12.883,77.61",12.882845175,77.60983941250001,12.883,77.61,8,8,4.04,0.505,0.0,0.0,5,Hulimavu,No Junction,SCOOTER,1.6,19.536171722175325,1.1538461538461542,0.0,0.0,3.1632653061224496,19.536171722175325,12.646119651617338,3.1632653061224496,0.0,8.419256757943915,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5381,"13.014,77.548",13.014098783333333,77.54804754999999,13.014,77.548,6,6,6.300000000000001,1.05,0.0,0.0,3,Rajajinagar,No Junction,CAR,2.0,16.271896999558507,1.9230769230769231,0.0,0.0,14.285714285714285,16.271896999558507,16.20262213546968,14.285714285714285,0.0,8.418099459164063,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5382,"12.982,77.623",12.98187708,77.62317876,12.982,77.623,5,5,3.49,0.6980000000000001,0.2,0.0,5,Halasur,No Junction,CAR,1.0,14.269663498376959,0.0,0.0,20.0,7.102040816326532,14.269663498376959,13.089492728621089,7.102040816326532,0.0,8.418069480983437,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5383,"12.831,77.681",12.831110133333333,77.68130433333333,12.831,77.681,3,3,8.1275,2.7091666666666665,0.0,0.0,3,Electronic City,No Junction,HGV,1.0,9.003155274578596,0.0,0.0,0.0,48.14625850340135,9.003155274578596,18.347434304459675,48.14625850340135,0.0,8.415887960171574,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5384,"12.874,77.64",12.874381633333334,77.64031696666666,12.874,77.64,3,3,7.77,2.59,0.0,0.0,2,Hulimavu,No Junction,PRIVATE BUS,1.5,9.003155274578596,0.9615384615384616,0.0,0.0,45.71428571428571,9.003155274578596,17.96386526516484,45.71428571428571,0.0,8.413075296644625,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5385,"12.86,77.648",12.859803719999999,77.64769114,12.86,77.648,5,5,3.1815,0.6363000000000001,0.2,0.0,4,Electronic City,No Junction,SCOOTER,1.25,14.269663498376959,0.4807692307692308,0.0,20.0,5.842857142857145,14.269663498376959,12.332545671775893,5.842857142857145,0.0,8.412343421328806,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5386,"12.911,77.632",12.910719303835517,77.63241082718903,12.911,77.632,8,7,3.99,0.49875,0.0,0.0,5,HSR Layout,No Junction,SCOOTER,1.6,19.536171722175325,1.1538461538461542,0.0,0.0,3.0357142857142865,19.536171722175325,12.55040580547328,3.0357142857142865,0.0,8.406501655903098,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5387,"12.912,77.642",12.911832533333333,77.6418084,12.912,77.642,3,3,3.2,1.0666666666666667,0.3333333333333333,0.0,3,HSR Layout,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,14.625850340136054,9.003155274578596,13.368595182902347,14.625850340136054,0.0,8.397180477178377,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5388,"12.936,77.618",12.936333,77.6175845,12.936,77.618,3,3,3.2,1.0666666666666667,0.3333333333333333,0.0,3,Adugodi,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,14.625850340136054,9.003155274578596,13.368595182902347,14.625850340136054,0.0,8.397180477178377,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5389,"12.897,77.586",12.896977533333333,77.58604733333333,12.897,77.586,3,3,3.2,1.0666666666666667,0.3333333333333333,0.0,3,J.P. Nagar,No Junction,CAR,1.0,9.003155274578596,0.0,0.0,33.33333333333333,14.625850340136054,9.003155274578596,13.368595182902347,14.625850340136054,0.0,8.397180477178377,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5390,"12.893,77.639",12.892621891237237,77.63925137161063,12.893,77.639,5,5,6.5625,1.3125,0.0,0.0,2,HSR Layout,No Junction,CAR,2.5,14.269663498376959,2.8846153846153846,0.0,0.0,19.642857142857142,14.269663498376959,16.541766577283294,19.642857142857142,0.0,8.393304959790344,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5391,"13.015,77.55",13.0153805,77.550142475,13.015,77.55,4,4,8.19,2.0475,0.0,0.0,3,Rajajinagar,No Junction,LORRY/GOODS VEHICLE,1.3333333333333333,11.90152390009879,0.641025641025641,0.0,0.0,34.64285714285714,11.90152390009879,18.412945813259256,34.64285714285714,0.0,8.38515168458164,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5392,"12.986,77.608",12.985606614285714,77.60770707142856,12.986,77.608,7,7,4.305000000000001,0.6150000000000001,0.0,0.0,3,Shivajinagar,No Junction,SCOOTER,2.3333333333333335,18.006310549157188,2.5641025641025643,0.0,0.0,5.408163265306125,18.006310549157188,13.138060061623094,5.408163265306125,0.0,8.384366187219129,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5393,"13.039,77.52",13.039024725,77.52015435,13.039,77.52,4,4,7.5600000000000005,1.8900000000000001,0.0,0.0,2,Peenya,No Junction,BUS (BMTC/KSRTC),2.0,11.90152390009879,1.9230769230769231,0.0,0.0,31.428571428571427,11.90152390009879,17.731193282924927,31.428571428571427,0.0,8.38423593366589,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5394,"13.027,77.545",13.02662495,77.54479215,13.027,77.545,4,4,3.6,0.9,0.25,0.0,4,Yeshwanthpura,No Junction,CAR,1.0,11.90152390009879,0.0,0.0,25.0,11.224489795918368,11.90152390009879,13.741298272529898,11.224489795918368,0.0,8.383058539631353,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5395,"13.244,77.713",13.244495449999999,77.7132263,13.244,77.713,2,2,1.95,0.975,0.5,0.0,2,Devanahalli Airport,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,12.755102040816327,5.266508223798365,10.300396483070005,12.755102040816327,0.0,8.38211349360098,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5396,"12.973,77.513",12.9733646,77.5126915,12.973,77.513,4,2,5.670000000000001,1.4175000000000002,0.0,0.0,1,Jnanabharathi,No Junction,LGV,4.0,11.90152390009879,5.769230769230769,0.0,0.0,21.785714285714292,11.90152390009879,15.336177311566985,21.785714285714292,0.0,8.381488680918638,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5397,"13.004,77.617",13.004095450000001,77.61651145,13.004,77.617,2,2,1.945,0.9725,0.5,0.0,2,Pulikeshinagar(F.Town),No Junction,CAR,1.0,5.266508223798365,0.0,0.0,50.0,12.704081632653061,5.266508223798365,10.279727029749331,12.704081632653061,0.0,8.377011452784652,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
5398,"12.907,77.634",12.906850516666665,77.63364083333333,12.907,77.634,6,6,6.877500000000001,1.1462500000000002,0.0,0.0,4,HSR Layout,No Junction,LGV,1.5,16.271896999558507,0.9615384615384616,0.0,0.0,16.250000000000004,16.271896999558507,16.93353156704439,16.250000000000004,0.0,8.37414341520802,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
